ID,timeset,LANGUAGE,FAVORITE_C,QUOTE_C,REPLY_C,RETWEET_C,VIEWS_C,full_text
1724467358914244810,2023-11-14T16:40:32+00:00,fr,55,5,23,25,11820,"En parlant de #PFAS : saviez-vous qu’il y en a aussi dans les pesticides largement répandus dans nos champs ? Contrairement aux fuites industrielles accidentelles ou négligentes, ces gd quantités de polluants éternels sont pulvérisés dans l’enviro de manière intentionnelle. (1/6)"
1724467663148093931,2023-11-14T16:41:44+00:00,fr,10,0,1,1,460,Un rapport des organisations @genefutures  et @EuropePAN  a récemment révélé qu’un grand nombre de pesticides autorisés en Europe (37) et en Belgique (30) appartiennent à la famille des PFAS. (2/6)
1724468038882230667,2023-11-14T16:43:14+00:00,fr,13,0,1,3,555,"@genefutures @EuropePAN Au total, ces 30 pesticides à base de PFAS autorisés sur le marché belge représentent 11% de toutes les substances actives autorisées sur le marché belge! Elles sont autorisées avec l'aval du Ministre fédéral de l'agriculture, Mr. Clarinval. (3/6)"
1724468627053674645,2023-11-14T16:45:34+00:00,fr,9,0,1,2,445,"@genefutures @EuropePAN Parmi les substances autorisées, 5 font pourtant partie de la liste des produits ""candidats à la substitution"" de l’UE. En raison de leur nocivité, ces « candidats à la substitution » doivent être impérativement remplacés par des produits moins nocifs, chimiques ou non. (4/6)"
1724469048602136851,2023-11-14T16:47:14+00:00,fr,11,0,1,3,475,"@genefutures @EuropePAN En juillet 2022, j’interpellais déjà le Ministre Clarinval quant à l’autorisation en BE d’un grand nbre de produits candidats à la substitution (44 sur 55!) sans aucun efforts pour en sortir. Il a botté en touche et ne s’est pas engagé à éradiquer ces produits dangereux. (5/6)"
1724469332971856212,2023-11-14T16:48:22+00:00,fr,13,0,1,1,385,"@genefutures @EuropePAN Un an et demi plus tard, les 5 pesticides PFAS candidats à la substitution autorisés en Belgique sont toujours sur le marché!Quand on met sciemment des PFAS dans la nature, on ne doit pas s’étonner qu’ils se trouvent partout (et pour toujours)! (6/6)"
1749701858011079114,2024-01-23T07:53:25+00:00,fr,12,0,19,1,1447,"Bienvenue dans le Hainaut @kristofcalvo pour ce bel exercice de démocratie De la parole aux actes pour défendre la circonscription fédérale  🇧🇪Une nouvelle fois, les écologistes montrent la voie @Ecolo @groen #Belgique #Election2024 #choisirlavenir"
1749797940577632540,2024-01-23T14:15:13+00:00,fr,0,0,0,0,20,"@EricVDLINDEN @kristofcalvo @Ecolo @groen Avec une circonscription fédérale, ça serait possible !On y travaille 🤯"
1748010957622661470,2024-01-18T15:54:23+00:00,fr,2,0,0,0,75,Un article à lire ! Une mise en lumière de ce qui pourri la politique 🇧🇪 aujourd'hui Une hyperpresidence du @MR_officiel qui joue avec l'avenir des belges comme il joue à la bourse. Notre démocratie mérite mieux que ça !#Belgique #democracy
1748003260013613364,2024-01-18T15:23:48+00:00,fr,3,0,0,0,72,"Quand une marchandise vaut plus qu'une vie humaine, c'est notre humanité qui disparaît #CEASEFIRE_NOW"
1747516988337881458,2024-01-17T07:11:31+00:00,fr,22,2,10,6,4203,"Suite à l'agression de l'Ukraine, les Russes sanctionnés lancent des menaces d'arbitrage contre le gel de leurs fonds en Belgique.Ce serait le monde à l'envers que nous devions payer des milliards € aux oligarques russes!Il faut dénoncer ce traité.https://t.co/UXi13ihmcK"
1747547341383487600,2024-01-17T09:12:08+00:00,fr,1,0,2,0,87,@Valaraukar3 L'article 5 du traité bilatéral d'investissement prévoit des indemnités... d'où le terme "payer". Des arbitres privés pourraient très bien mettre de côté les règles européennes s'ils les jugent abusives.
1747606228002275828,2024-01-17T13:06:08+00:00,fr,0,0,1,0,46,"@DamienCharlotin Bien sûr, en MP car pas possible de joindre un doc ici"
1747548521442504990,2024-01-17T09:16:50+00:00,fr,0,0,1,0,63,"@Camuduverseau1 Hahaha 🤣 oui, dites-moi?"
1745107881832202670,2024-01-10T15:38:36+00:00,fr,1,0,1,0,58,"La @VBOFEB propose de stopper l'indexation des salaires.Arrêter un mécanisme qui a permis à de nombreux belges de pouvoir se payer à manger, de se chauffer, la belle mauvaise idéePar contre, on peut arrêter l'augmentation des CEOIls ont déjà bien trop de frics#salaire #ecolo https://t.co/cZiMwsYkFG"
1744993967819657661,2024-01-10T08:05:57+00:00,fr,5,0,4,0,511,"Belgique, 2024 : une artiste termine au commissariat pour avoir saisi la scène afin de dénoncer un massacre à ciel ouvertC'est effrayantPrendre la parole pour dénoncer l'horreur ne doit jamais être puni Il en va de la survie de notre démocratie#CeasefireNOW#Palestine"
1745069943832363148,2024-01-10T13:07:51+00:00,qme,2,0,1,0,25,@cecile_pt https://t.co/ovom5NTAC2
1744993969640005679,2024-01-10T08:05:57+00:00,fr,2,0,1,0,35,"La haine s’infiltre, s’insinue partout. Les actes ignobles de l’IDF succèdent à l’horreur du Hamas. Et il n’est pas possible de le dénoncer sans se retrouver mis en porte à faux. Sans être accuser d'être de complice de la violenceMais comment en sommes nous arriver là ?"
1744993972609589519,2024-01-10T08:05:58+00:00,fr,2,0,1,0,57,"Nous devons revenir à la raison. L’histoire en est témoin, s’enfermer dans les mécanismes de la haine mène à l’innommable. Aujourd’hui Gaza est une zone de mort. Aujourd’hui des enfants meurent pour être nés sur un bout de terre que d’autres leur exigent."
1744993975348383966,2024-01-10T08:05:58+00:00,fr,4,0,0,0,92,Face à l'horreur nous devons agirIl est impératif de se mobiliser contre toutes menaces de génocides La Belgique doit saisir la cours international de justiceC'est là l'action de @pdsutter &amp; @GeorgesGilkinet  au sein du gouvernement 🇧🇪#Belgium#ICJ_Impose_Ceasefire
1744829610930360357,2024-01-09T21:12:51+00:00,fr,9,1,11,0,1539,Nous ne pouvons pas fermer les yeux sur ce qu'il se passe.Les crimes doivent cesser.L'horreur doit prendre finPour l'humanité #CeaseFireInGaza #Genocide_of_Palestinians
1744380776446132247,2024-01-08T15:29:20+00:00,fr,4,0,2,1,351,La légèreté avec laquelle @CharlesMichel abandonne le poste pour garantir sa carrière en dis long sur le sens des responsabilités et du collectif au sein du @MR_officiel On ne vit définitivement pas dans le même monde...
1744380204661801034,2024-01-08T15:27:04+00:00,fr,1,0,0,0,76,Cette vidéo me glace le sang.L'extrême droite revient. Ce n'est pas juste des idées. C'est de la haine.Le remous nauséabond de l'histoire  doit être combatu avec force.Partout#nopasaran
1737429461815984130,2023-12-20T11:07:18+00:00,fr,4,0,1,0,130,"""🎶Ils ont fait barrage, ils ont fait barrage🎶""#LoiImmigration #PJLimmigration https://t.co/a2H0csbdCC"
1735401221719281955,2023-12-14T20:47:48+00:00,fr,60,6,26,9,10676,"Droit au changement de nom : cette fois, c’est voté 🥳 @Ecolo https://t.co/OdtfawOFzY"
1735700793095848306,2023-12-15T16:38:11+00:00,fr,1,0,1,0,34,"@DEFLANDRE7 @GeofRoucourt Ce n’était bien sûr pas encore faisable en Belgique sinon nous n’aurions pas fait cette loi ! Ce qui est déjà faisable c’est d’attribuer les 2 noms à ses enfants, pas de changer pour soi-même en tant qu’adulte"
1736165187273605629,2023-12-16T23:23:31+00:00,fr,0,0,1,0,33,"@DEFLANDRE7 @GeofRoucourt Oui c’est possible dans des cas très restreints. Ici on crée un droit pour chaque personne majeure, beaucoup plus rapide et sans devoir se justifier par un gros dossier"
1732809725954109853,2023-12-07T17:10:07+00:00,fr,38,2,13,1,3740,"Un droit à changer de nom : ce sera bientôt une réalité, si le vote ce soir sur ma proposition de loi confirme le vote positif intervenu en commission 🥳"
1735732583839781333,2023-12-15T18:44:30+00:00,fr,0,0,0,0,10,"@RaBismmil C’est passé, finalement hier soir !"
1735701332206526659,2023-12-15T16:40:20+00:00,fr,2,0,3,0,83,@KlauzWits @Ecolo Je ne suis pas sûre que vous cherchez une réponse sérieuse mais vous seriez étonné du très grand nombre de messages et réactions montrant que beaucoup de personnes souhaitaient cette avancée. Elle n’enlève par ailleurs rien à ceux qui s’en fichent
1735730623778533733,2023-12-15T18:36:43+00:00,fr,0,0,1,0,27,@KlauzWits @Ecolo En même temps quand on vomit sur les gens il n’est pas très étonnant que la motivation à répondre soit difficile à trouver
1735705998625513868,2023-12-15T16:58:52+00:00,fr,1,0,2,0,23,"@MarcOrelII @GeofRoucourt Amusant ce commentaire quand justement c’est à la suite de nombreux contacts citoyens qui me relataient cette demande que j’ai travaillé en ce sens. Après, vous avez bien le droit de n’en avoir rien à faire personnellement, ça ne changera alors strictement rien à votre vie"
1735705409418056117,2023-12-15T16:56:32+00:00,fr,1,0,1,0,18,"@LViajos @GeofRoucourt Ça tombe bien, si ça ne vous intéresse pas il n’y a aucun impact pour vous"
1735702217351430474,2023-12-15T16:43:51+00:00,fr,1,0,0,0,67,"@ArMaDA_LeFreRoT @Ecolo Le fait que vous utilisiez ce droit pour vous n’aura pas d’impact sur le droit de votre fille d’utiliser ce même droit pour elle une fois majeure. Et si elle porte déjà votre nom, le changement que vous effectuez pourra s’appliquer à elle automatiquement"
1735701917920071972,2023-12-15T16:42:39+00:00,fr,0,0,1,0,82,@Fundji3 @Ecolo Ah bon ?
1735701770221826481,2023-12-15T16:42:04+00:00,fr,4,0,1,0,77,"@CC8OO71 @Ecolo C’est votre droit le plus strict mais merci néanmoins de m’en faire part. Les très nombreuses personnes que ça intéresse sont heureuses et les autres n’ont pas besoin de s’en préoccuper, ça ne change rien pour elles"
1735557603986411669,2023-12-15T07:09:12+00:00,fr,10,0,2,1,870,Merci @Mohamed_hndz les témoignages comme le tien sont là raison pour laquelle j’ai déposé ce texte !
1733131839483588919,2023-12-08T14:30:05+00:00,fr,2,0,1,0,46,"@BrkJaymielee D’ici l’été prochain. Le vote final interviendra finalement le 14 décembre, et il faut ensuite encore quelques mois pour publication officielle et organisation des communes qui auront à gérer les demandes ☺️"
1733131527989441004,2023-12-08T14:28:50+00:00,fr,1,0,1,0,48,@GustinMaxime Pour l’instant ce texte ouvre le droit aux majeurs pour eux-mêmes. Donc pas aux parents qui veulent rectifier le nom de leurs enfants. Mais je suis d’accord qu’il y a matière à une évolution législative à cet égard également !
1732784339597791506,2023-12-07T15:29:14+00:00,fr,7,0,0,0,762,Un débat intéressant et animé ! Merci 🙏
1713454146366423257,2023-10-15T07:17:57+00:00,fr,0,0,1,0,8,@CHANSONRomain Trop cool le pins!! Il est a toi?
1684644778644832257,2023-07-27T19:19:49+00:00,fr,1,0,0,0,7,@CHANSONRomain Ta préf évidemment 😆
1682106328859176962,2023-07-20T19:12:55+00:00,fr,0,0,0,0,7,@CHANSONRomain Ah ouai 😱
1675034814271946752,2023-07-01T06:53:15+00:00,zxx,1,0,0,0,22,https://t.co/5TjAmD5na8
1654975241167175681,2023-05-06T22:23:40+00:00,fr,0,0,1,0,6,@CHANSONRomain C'est juste a côté de chez toi non?
1640782442805035008,2023-03-28T18:26:33+00:00,it,0,0,1,0,10,@CHANSONRomain Grosse ambiance ?
1712769598322270305,2023-10-13T09:57:48+00:00,nl,671,13,314,139,66322,Israël gebruikt witte fosfor in Gaza. Een verschrikkelijk wapen om in te zetten in dichtbevolkt gebied. Ontoelaatbaar.De stilte vanuit de Europese Unie is beschamend. https://t.co/nwBEbVa98A
1458169212237668370,2021-11-09T20:26:46+00:00,nl,349,30,1060,36,,"Beeld u in.Een Vlaams klimaatbeleid dat zich niet grimmig en onredelijk blindstaart op sabotage van federaal. Maar dat bruist van ambitie, frontrunner is in de EU, en positief samenwerkt met andere bevoegdheidsniveaus.Daar zou je als Vlaming toch gewoon trots op zijn?"
1749341974488912033,2024-01-22T08:03:22+00:00,nl,104,19,118,22,38974,Een kiescampagne moet ook een nationale ideeënstrijd zijn 💚🇧🇪 @Ecolo @groen https://t.co/dbfyDzWTWk
1748393314590548204,2024-01-19T17:13:44+00:00,nl,61,3,97,6,8092,"🕊️ België durft.Door de Vivaldi beslissing, zijn we 1 vd weinige EU landen die zich positief uitspreekt over Zuid-Afrika/Int Gerechtshof 🇧🇪✅ Vertrouwen id procedure✅ Steun voor beslissing IGH✅ Mogelijke tussenkomst in komende weken✅ Pleiten voor direct staakt-het-vuren"
1745825936883237310,2024-01-12T15:11:53+00:00,nl,41,1,40,9,8694,"Het was een heftig debat #dekamer gisteren, over de crisis in Gaza.Veel argumenten passeerden de revue, maar enkele verdienen een weerwoord.Hier een draadje 👇🧵"
1745825938879697381,2024-01-12T15:11:54+00:00,nl,6,0,3,0,310,"1/ ""België kan zich moeilijk aansluiten bij de procedure van Zuid-Afrika."" (Van Tighelt)❌Via art.62 of art.63 statuut Internationaal Gerechtshof kan België betrokken worden, als we dat wensen.Het genocideverdrag verplícht landen trouwens tot actie bij risico op genocide."
1745825940687462507,2024-01-12T15:11:54+00:00,nl,5,0,1,0,295,2/ "In 2004 werd Israël veroordeeld voor de muur op de West Bank en dat haalde ook niets uit" (Lachaert)❌Toen ging het om een niet-bindende opinie. Dat is verschillend van de huidige procedure. De case van Zuid-Afrika nu weegt heel wat zwaarder.
1745825942499455090,2024-01-12T15:11:55+00:00,nl,7,0,2,0,568,"3/ ""Er is geen gelijkaardige klacht tegen Hamas, schande!"" (De Maegd)❌Natuurlijk niet, want het Internationaal Gerechtshof behandelt enkel zaken tussen landen.Er is wél een onderzoek bij het Internationaal Strafhof en, terecht, ook naar de terreur van Hamas op 7 oktober."
1745825944340763028,2024-01-12T15:11:55+00:00,nl,7,0,4,0,558,"4/ ""Wat haalt het uit, Israël zal een veroordeling toch negeren"".❌Misschien. Maar als het Gerechtshof de komende weken Israël maatregelen zoals staakt-het-vuren oplegt, is dat een primeur en een forse vingerwijzing. Dat zal Israël verder isoleren. Daarom is dit belangrijk."
1735660822402158744,2023-12-15T13:59:21+00:00,nl,24,2,22,10,3726,“De kant van het licht” aan het werkBeeldfragment is van de Israëlische krant @haaretzcom
1735315504594641118,2023-12-14T15:07:11+00:00,fr,2,0,1,0,55,"@BIHETMathieu J'aurai voulu qqch de plus positif .... Renouvelable oui SVP. comme ingénieur, je reste opposé au nucléaire. Dangereux, russe, très cher, trop lent. Le renouvelable (r)est(e) l'avenir !. Le nucléaire (r)est(e) le passé."
